"psu","sp.map","county","spid","segment","icf1","icf2","icf2a.1","icf2a.2","icf2a.3","icf2a.4","icf2a.5","icf2a.6","icf2a.7","icf2a.8","icf2a.9","icf2a.10","icf2a.11","icf3"
"229371","229",2,29,371,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"229374","229",2,29,374,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"229374","229",2,29,374,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"229374","229",2,29,374,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"229375","229",2,29,375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"229376","229",2,29,376,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"229376","229",2,29,376,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"229372","229",2,29,372,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"229370","229",2,29,370,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"226329","226",2,26,329,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"226330","226",2,26,330,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"226331","226",2,26,331,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"226334","226",2,26,334,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"226337","226",2,26,337,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"226337","226",2,26,337,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"226337","226",2,26,337,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"226337","226",2,26,337,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"226336","226",2,26,336,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"226328","226",2,26,328,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"226328","226",2,26,328,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"226333","226",2,26,333,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"226327","226",2,26,327,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"230378","230",2,30,378,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"201010","201",2,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"201013","201",2,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"201013","201",2,1,13,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"201013","201",2,1,13,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"201002","201",2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"201007","201",2,1,7,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"201009","201",2,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"201006","201",2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
"201006","201",2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"201005","201",2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"201003","201",2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"219238","219",2,19,238,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"219244","219",2,19,244,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"219244","219",2,19,244,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"219236","219",2,19,236,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"221264","221",2,21,264,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"221264","221",2,21,264,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"221264","221",2,21,264,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"221264","221",2,21,264,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"221264","221",2,21,264,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"221268","221",2,21,268,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"221268","221",2,21,268,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"221268","221",2,21,268,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"221260","221",2,21,260,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"221262","221",2,21,262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"221262","221",2,21,262,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
